Postcode	Description	Grid Reference	X (easting)	Y (northing)	Latitude	Longitude
IP16 4ES	IP16 4ES	TM 44418 62637	644418	262637	52.207708	1.5759529
CB8 8NW	CB8 8NW	TL 64325 63502	564325	263502	52.245169	0.4055006
NR33 0HF	NR33 0HF	TM 54369 92122	654369	292122	52.467723	1.7435694
IP22 1DW	IP22 1DW	TM 04858 76056	604858	276056	52.344298	1.0060314
NR35 1LP	NR35 1LP	TM 34054 89101	634054	289101	52.449692	1.4429725
IP19 8SG	IP19 8SG	TM 39048 77954	639048	277954	52.347508	1.508366
IP15 5BR	IP15 5BR	TM 46246 56910	646246	256910	52.155509	1.5984961
IP7 5DN	IP7 5DN	TM 02632 42413	602632	242413	52.043065	0.95329873
IP32 7EW	IP32 7EW	TL 87338 64325	587338	264325	52.245215	0.74264251
IP1 6DW	IP1 6DW	TM 14726 46614	614726	246614	52.07623	1.1320116
IP33 3BB	IP33 3BB	TL 84705 64303	584705	264303	52.245906	0.7041101
IP14 6QU	IP14 6QU	TM 17370 62966	617370	262966	52.221986	1.1809838
IP23 7DD	IP23 7DD	TM 14155 74065	614155	274065	52.322877	1.1410324
IP14 1NL	IP14 1NL	TM 04493 59284	604493	259284	52.193855	0.99052339
IP27 9EP	IP27 9EP	TL 71721 82304	571721	282304	52.411783	0.52331624
IP4 5PB	IP4 5PB	TM 19103 45024	619103	245024	52.060244	1.1947576
NR33 8LG	NR33 8LG	TM 51878 90819	651878	290819	52.457187	1.7059959
IP11 9GA	IP11 9GA	TM 30212 35684	630212	235684	51.971915	1.3502434
IP12 1EE	IP12 1EE	TM 27470 49165	627470	249165	52.094043	1.3193526
IP1 5EN	IP1 5EN	TM 14679 46132	614679	246132	52.071922	1.1310238
IP3 8DN	IP3 8DN	TM 18246 43735	618246	243735	52.049011	1.1814542
IP4 5PA	IP4 5PA	TM 19027 44994	619027	244994	52.060005	1.1936316
IP17 1DY	IP17 1DY	TM 38620 63528	638620	263528	52.218243	1.4918921
IP12 3DA	IP12 3DA	TM 34506 41709	634506	241709	52.024194	1.4167593
IP30 9QU	IP30 9QU	TL 97683 62295	597683	262295	52.223372	0.89278258
IP2 0QQ	IP2 0QQ	TM 14180 43267	614180	243267	52.046395	1.1219594
IP12 4FD	IP12 4FD	TM 26729 48706	626729	248706	52.090227	1.3082494
IP1 4BX	IP1 4BX	TM 15276 45426	615276	245426	52.065352	1.1392758
IP1 3NQ	IP1 3NQ	TM 15783 44893	615783	244893	52.06037	1.1463239
CO10 2AY	CO10 2AY	TL 87054 41263	587054	241263	52.038209	0.7258066
IP13 0SB	IP13 0SB	TM 30207 55731	630207	255731	52.151842	1.3636735
IP27 0BU	IP27 0BU	TL 78454 86352	578454	286352	52.445984	0.62435768
CO10 7RF	CO10 7RF	TL 82751 48296	582751	248296	52.102805	0.6669064
CB8 8HP	CB8 8HP	TL 64762 63268	564762	263268	52.242936	0.41178133
IP21 5PJ	IP21 5PJ	TM 25613 77276	625613	277276	52.347111	1.3110213
IP31 2XA	IP31 2XA	TL 96553 73602	596553	273602	52.325301	0.88284531
NR33 0HF	NR33 0HF	TM 54369 92122	654369	292122	52.467723	1.7435694
IP4 2PZ	IP4 2PZ	TM 16896 44605	616896	244605	52.057351	1.1623504
IP4 2PZ	IP4 2PZ	TM 16896 44605	616896	244605	52.057351	1.1623504
CO10 2DZ	CO10 2DZ	postcode not found
CO10 8NY	CO10 8NY	TL 76912 45377	576912	245377	52.078485	0.58023362
IP28 8LB	IP28 8LB	TL 69467 70082	569467	270082	52.302711	0.48404493
IP14 2SY	IP14 2SY	TM 04930 57779	604930	257779	52.180181	0.99599865
IP5 3SL	IP5 3SL	TM 24396 45379	624396	245379	52.061314	1.2720679
IP11 2XD	IP11 2XD	TM 28686 34888	628686	234888	51.9654	1.3275373
IP11 9QL	IP11 9QL	TM 29190 35816	629190	235816	51.973522	1.3354795
IP5 1JF	IP5 1JF	TM 21932 45352	621932	245352	52.062064	1.236168
NR33 9DF	NR33 9DF	TM 52524 90822	652524	290822	52.456916	1.715485
IP33 1AE	IP33 1AE	TL 85549 64609	585549	264609	52.248371	0.71662579
IP3 9LU	IP3 9LU	TM 18714 42403	618714	242403	52.03687	1.1874166
IP6 0DJ	IP6 0DJ	TM 13047 50327	613047	250327	52.110211	1.1098684
CB9 8AG	CB9 8AG	TL 67275 45546	567275	245546	52.082995	0.43982721
NR33 9RW	NR33 9RW	TM 52619 91508	652619	291508	52.463026	1.7173991
IP4 2LA	IP4 2LA	TM 16989 44508	616989	244508	52.056444	1.1636432
CO7 6RT	CO7 6RT	TM 07935 35293	607935	235293	51.977179	1.0261912
LU2 0NN	LU2 0NN	TL 09365 21930	509365	221930	51.885212	-0.41239761
MK45 2SB	MK45 2SB	TL 03468 37487	503468	237487	52.026158	-0.49336533
LU7 1AR	LU7 1AR	SP 91936 25353	491936	225353	51.919123	-0.66463749
LU7 1RS	LU7 1RS	SP 92257 25042	492257	225042	51.916274	-0.66005467
LU1 1BW	LU1 1BW	TL 08356 21768	508356	221768	51.883953	-0.42710261
LU2 9AU	LU2 9AU	TL 10581 23726	510581	223726	51.901114	-0.39416201
MK43 7DX	MK43 7DX	SP 95417 56954	495417	256954	52.202566	-0.60522003
LU4 0TR	LU4 0TR	TL 03624 23950	503624	223950	51.904463	-0.49517266
LU6 1SF	LU6 1SF	TL 01559 21703	501559	221703	51.884647	-0.52583882
LU4 9QZ	LU4 9QZ	TL 06205 23735	506205	223735	51.902045	-0.45773703
MK40 3NG	MK40 3NG	TL 05395 50186	505395	250186	52.139925	-0.46137027
SG19 2QS	SG19 2QS	TL 22439 49159	522439	249159	52.127186	-0.21281256
LU1 3AG	LU1 3AG	TL 09171 20837	509171	220837	51.875427	-0.41556053
LU6 3SU	LU6 3SU	TL 02006 21826	502006	221826	51.885671	-0.51931029
MK45 1DW	MK45 1DW	TL 03557 35159	503557	235159	52.005218	-0.49277192
LU4 8DG	LU4 8DG	TL 06658 22618	506658	222618	51.89192	-0.45150051
MK40 2LA	MK40 2LA	TL 05260 50814	505260	250814	52.145595	-0.46314787
LU3 1RW	LU3 1RW	TL 07686 22982	507686	222982	51.894994	-0.43645452
MK42 0NT	MK42 0NT	TL 05545 48720	505545	248720	52.126722	-0.4596338
MK40 2BU	MK40 2BU	TL 04326 50243	504326	250243	52.14064	-0.47696716
MK40 4HR	MK40 4HR	TL 03284 49380	503284	249380	52.13308	-0.49244937
SG5 4HB	SG5 4HB	TL 21210 36882	521210	236882	52.017132	-0.23511263
MK42 8DR	MK42 8DR	TL 03448 47882	503448	247882	52.119586	-0.49050924
MK44 1PZ	MK44 1PZ	TL 00480 59798	500480	259798	52.227228	-0.53031758
LU4 9FJ	LU4 9FJ	TL 05608 23440	505608	223440	51.899507	-0.46650122
LU2 9SB	LU2 9SB	TL 12322 22809	512322	222809	51.892525	-0.36916677
LU5 5EZ	LU5 5EZ	TL 01991 24065	501991	224065	51.905798	-0.51886663
LU3 1HA	LU3 1HA	TL 08293 22707	508293	222707	51.892405	-0.4277231
MK41 9JE	MK41 9JE	TL 06953 51110	506953	251110	52.14793	-0.43832319
MK42 9DJ	MK42 9DJ	TL 04712 48939	504712	248939	52.128848	-0.47173007
MK44 3HX	MK44 3HX	TL 12879 52159	512879	252159	52.15618	-0.35140568
LU1 1HH	LU1 1HH	TL 08651 21507	508651	221507	51.88155	-0.4229004
SG17 5FS	SG17 5FS	TL 15223 38691	515223	238691	52.034663	-0.32170651
LU5 6DE	LU5 6DE	TL 01098 28508	501098	228508	51.945893	-0.53053915
SG19 1JQ	SG19 1JQ	TL 17318 49357	517318	249357	52.130075	-0.28751553
SG18 0RA	SG18 0RA	TL 19347 44791	519347	244791	52.088609	-0.25948713
MK40 2TX	MK40 2TX	TL 05048 50245	505048	250245	52.140522	-0.4664205
MK42 8QD	MK42 8QD	TL 03104 47780	503104	247780	52.118734	-0.4955625
LU3 3AH	LU3 3AH	TL 05385 25148	505385	225148	51.9149	-0.46921926
LU3 2NS	LU3 2NS	TL 07000 23619	507000	223619	51.900851	-0.44622239
MK43 0HZ	MK43 0HZ	SP 95543 42255	495543	242255	52.070432	-0.60750245
LU7 1LB	LU7 1LB	SP 91716 24978	491716	224978	51.915788	-0.66793516
LU5 4RS	LU5 4RS	TL 02086 21959	502086	221959	51.886852	-0.51810904
MK45 4TA	MK45 4TA	TL 08341 30694	508341	230694	51.964178	-0.42451423
MK40 3DB	MK40 3DB	TL 05769 50593	505769	250593	52.143512	-0.45578097
LU1 1RW	LU1 1RW	TL 08580 21352	508580	221352	51.880171	-0.4239802
MK41 6GA	MK41 6GA	TL 02302 53155	502302	253155	52.16719	-0.5056555
MK17 8QP	MK17 8QP	SP 92775 35771	492775	235771	52.012623	-0.64963078
LU6 3JH	LU6 3JH	TL 01499 21546	501499	221546	51.883247	-0.52675639
LU3 3EP	LU3 3EP	TL 05432 25203	505432	225203	51.915386	-0.46851937
MK42 8EP	MK42 8EP	TL 02841 47375	502841	247375	52.115143	-0.49952446
SG18 8DJ	SG18 8DJ	TL 19018 44296	519018	244296	52.084232	-0.26445925
SG19 1AG	SG19 1AG	TL 17373 49167	517373	249167	52.128356	-0.28677792
MK40 2DQ	MK40 2DQ	TL 04167 50569	504167	250569	52.1436	-0.47918984
SG16 6JJ	SG16 6JJ	TL 15980 35590	515980	235590	52.006638	-0.31172583
MK41 7PW	MK41 7PW	TL 04265 50522	504265	250522	52.143159	-0.47777268
LU4 8JD	LU4 8JD	TL 07911 22176	507911	222176	51.887706	-0.43343792
LU3 4BG	LU3 4BG	TL 07701 25543	507701	225543	51.918008	-0.43543705
LU4 8BD	LU4 8BD	TL 07444 22214	507444	222214	51.888138	-0.44020898
LU1 4EE	LU1 4EE	TL 06263 19560	506263	219560	51.864511	-0.45817866
LU7 4SF	LU7 4SF	SP 92216 24306	492216	224306	51.909666	-0.6608474
LU1 3UA	LU1 3UA	TL 08974 20724	508974	220724	51.87445	-0.41845666
MK45 2TG	MK45 2TG	TL 03415 37423	503415	237423	52.025592	-0.49415683
LU2 9SB	LU2 9SB	TL 12322 22809	512322	222809	51.892525	-0.36916677
LU4 0PF	LU4 0PF	TL 04283 23470	504283	223470	51.900026	-0.48574239
MK45 2SB	MK45 2SB	TL 03468 37487	503468	237487	52.026158	-0.49336533
MK40 3PX	MK40 3PX	TL 05639 49959	505639	249959	52.137839	-0.45787677
LU4 9NN	LU4 9NN	TL 05214 24034	505214	224034	51.90492	-0.47204429
MK40 1DS	MK40 1DS	TL 04240 49736	504240	249736	52.1361	-0.47837862
LU2 9AU	LU2 9AU	TL 10581 23726	510581	223726	51.901114	-0.39416201
LU4 8HT	LU4 8HT	TL 08041 22166	508041	222166	51.887591	-0.43155289
MK42 9JS	MK42 9JS	TL 04528 48769	504528	248769	52.127355	-0.47446918
LU3 1BD	LU3 1BD	TL 08510 22220	508510	222220	51.887986	-0.42472405
LU3 4AD	LU3 4AD	TL 07526 25755	507526	225755	51.919947	-0.43791439
LU3 2JG	LU3 2JG	TL 07204 24244	507204	224244	51.906429	-0.44306435
LU5 4RU	LU5 4RU	TL 01964 21875	501964	221875	51.886119	-0.51990585
LU6 1LN	LU6 1LN	TL 01454 22378	501454	222378	51.890733	-0.52716555
LU1 2BJ	LU1 2BJ	TL 09078 21124	509078	221124	51.878025	-0.41682032
LU1 1RX	LU1 1RX	TL 08698 21569	508698	221569	51.882098	-0.42219835
HP23 6PU	HP23 6PU	SP 91900 11077	491900	211077	51.790809	-0.66895203
AL10 0BS	AL10 0BS	TL 22443 08996	522443	208996	51.766263	-0.22704497
AL1 3FY	AL1 3FY	postcode not found
SG1 3QA	SG1 3QA	TL 23593 25387	523593	225387	51.913309	-0.20453826
EN11 8EP	EN11 8EP	TL 37379 08616	537379	208616	51.759387	-0.010886182
SG14 1JA	SG14 1JA	TL 32339 12636	532339	212636	51.796723	-0.082335979
SG6 4TS	SG6 4TS	TL 21699 32860	521699	232860	51.980882	-0.2294172
HP3 9SQ	HP3 9SQ	TL 05826 05390	505826	205390	51.737237	-0.468843
SG8 8HY	SG8 8HY	TL 39917 38717	539917	238717	52.029222	0.038065371
WD6 1PR	WD6 1PR	TQ 19609 97079	519609	197079	51.659777	-0.27217911
WD18 7QR	WD18 7QR	TQ 09241 95910	509241	195910	51.651379	-0.42237275
AL3 5NP	AL3 5NP	TL 14557 08092	514557	208092	51.759806	-0.3415676
WD17 1LS	WD17 1LS	TQ 10749 96972	510749	196972	51.660629	-0.4002484
WD25 9GP	WD25 9GP	TQ 11340 99406	511340	199406	51.682388	-0.39093267
AL10 0NL	AL10 0NL	TL 22442 08808	522442	208808	51.764574	-0.22712564
AL6 9EF	AL6 9EF	TL 23032 16103	523032	216103	51.830002	-0.21599494
WD19 7RU	WD19 7RU	TQ 11529 93108	511529	193108	51.625746	-0.39020673
SG10 6DE	SG10 6DE	TL 42734 18708	542734	218708	51.848727	0.070801828
HP2 5BL	HP2 5BL	TL 05581 07314	505581	207314	51.754576	-0.4718063
AL10 8HP	AL10 8HP	TL 22447 08437	522447	208437	51.761239	-0.22718384
SG14 1HZ	SG14 1HZ	TL 32384 12592	532384	212592	51.796317	-0.081700602
WD18 7QR	WD18 7QR	TQ 09241 95910	509241	195910	51.651379	-0.42237275
EN6 1QH	EN6 1QH	TL 25919 01167	525919	201167	51.695137	-0.17952941
HP4 3BY	HP4 3BY	SP 98862 07706	498862	207706	51.759324	-0.56900199
AL1 3JB	AL1 3JB	TL 14830 07214	514830	207214	51.751859	-0.33790359
HP3 9LY	HP3 9LY	TL 07116 05827	507116	205827	51.74092	-0.45003434
WD24 7PH	WD24 7PH	TQ 11686 98483	511686	198483	51.674024	-0.38622503
SG3 6AP	SG3 6AP	TL 25069 20198	525069	220198	51.86635	-0.18497056
AL5 2BT	AL5 2BT	TL 13330 14114	513330	214114	51.814177	-0.35737307
SG11 1TF	SG11 1TF	TL 39062 23011	539062	223011	51.888316	0.019259175
SG1 4LH	SG1 4LH	TL 24900 26687	524900	226687	51.9247	-0.18507547
AL7 3UJ	AL7 3UJ	TL 24364 12468	524364	212468	51.797042	-0.19797912
AL8 7QG	AL8 7QG	TL 23855 14456	523855	214456	51.81502	-0.20464661
EN8 7LJ	EN8 7LJ	TL 36278 00243	536278	200243	51.684417	-0.030101689
WD6 3BJ	WD6 3BJ	TQ 17771 95432	517771	195432	51.645362	-0.29929296
SG4 9TH	SG4 9TH	TL 18674 29225	518674	229225	51.948869	-0.27469556
WD18 0JP	WD18 0JP	TQ 10676 96531	510676	196531	51.65668	-0.40144282
WD5 0AJ	WD5 0AJ	TL 09361 01853	509361	201853	51.70477	-0.41877962
WD6 4PT	WD6 4PT	TQ 18682 97223	518682	197223	51.661267	-0.28552566
WD3 3LG	WD3 3LG	TQ 07414 96174	507414	196174	51.654103	-0.44868962
HP2 6AD	HP2 6AD	TL 06535 09304	506535	209304	51.772281	-0.4573812
HP2 4HY	HP2 4HY	TL 07168 07433	507168	207433	51.755344	-0.44878715
SG5 1LH	SG5 1LH	TL 18487 29484	518487	229484	51.951236	-0.2773259
WD24 5DG	WD24 5DG	TQ 10617 98176	510617	198176	51.671476	-0.40177524
AL2 3JX	AL2 3JX	TL 13666 05184	513666	205184	51.733852	-0.35542108
SG2 9QZ	SG2 9QZ	TL 26201 22954	526201	222954	51.890861	-0.16753229
SG13 7EE	SG13 7EE	TL 33648 12985	533648	212985	51.799548	-0.063231235
AL9 7SN	AL9 7SN	TL 23823 04652	523823	204652	51.726922	-0.2086025
AL3 5NF	AL3 5NF	TL 14956 07822	514956	207822	51.757298	-0.33587826
AL1 3HD	AL1 3HD	TL 15072 07750	515072	207750	51.756627	-0.33422219
EN11 8FG	EN11 8FG	TL 37212 08667	537212	208667	51.759886	-0.013284196
AL7 4PL	AL7 4PL	TL 25496 11635	525496	211635	51.789303	-0.18187376
EN10 6FD	EN10 6FD	TL 36167 04550	536167	204550	51.723146	-0.030025801
WD3 5EA	WD3 5EA	TQ 02452 96139	502452	196139	51.654714	-0.52040098
WD4 9HT	WD4 9HT	TL 07202 02604	507202	202604	51.711936	-0.44978047
CM23 2LY	CM23 2LY	TL 48708 21274	548708	221274	51.870223	0.15857043
WD3 7DJ	WD3 7DJ	TQ 05197 94197	505197	194197	51.636753	-0.48131872
WD17 4NT	WD17 4NT	TQ 10471 97079	510471	197079	51.661645	-0.40423211
HP2 7RJ	HP2 7RJ	TL 07886 10275	507886	210275	51.78075	-0.43750745
AL5 4QA	AL5 4QA	TL 13688 14647	513688	214647	51.818895	-0.35200728
SG8 7BS	SG8 7BS	TL 35827 40770	535827	240770	52.048685	-0.02069806
WD23 2NN	WD23 2NN	TQ 12556 95350	512556	195350	51.645692	-0.37465653
CM23 3AP	CM23 3AP	TL 48887 20894	548887	220894	51.866761	0.16100472
SG5 1LL	SG5 1LL	TL 18581 29669	518581	229669	51.952879	-0.27589502
HP4 3EU	HP4 3EU	SP 98744 07912	498744	207912	51.761196	-0.57065264
AL5 4HX	AL5 4HX	TL 13523 14342	513523	214342	51.816187	-0.35449991
EN6 5DA	EN6 5DA	TL 26279 01556	526279	201556	51.698552	-0.17418287
EN7 5DL	EN7 5DL	TL 34845 02156	534845	202156	51.701953	-0.050078699
SG5 1ND	SG5 1ND	TL 18551 29420	518551	229420	51.950648	-0.27641716
EN6 4JA	EN6 4JA	TL 30472 02733	530472	202733	51.708171	-0.11310637
SG6 4UB	SG6 4UB	TL 21990 33047	521990	233047	51.982499	-0.22511587
WD3 7DJ	WD3 7DJ	TQ 05197 94197	505197	194197	51.636753	-0.48131872
AL3 5HB	AL3 5HB	TL 14669 07465	514669	207465	51.754148	-0.34015218
WD7 7JQ	WD7 7JQ	TQ 16440 99558	516440	199558	51.682721	-0.31714712
SG1 3HT	SG1 3HT	TL 23492 24724	523492	224724	51.907374	-0.2062433
EN11 9FF	EN11 9FF	TL 36984 10547	536984	210547	51.776835	-0.01584493
SG2 0HN	SG2 0HN	TL 25466 25243	525466	225243	51.911597	-0.17737463
EN10 7NQ	EN10 7NQ	TL 36703 07165	536703	207165	51.746514	-0.021244587
HP1 2LD	HP1 2LD	TL 03910 07438	503910	207438	51.756002	-0.49596867
SG12 9HJ	SG12 9HJ	TL 35918 14297	535918	214297	51.810791	-0.029818375
SG1 1LQ	SG1 1LQ	TL 25092 24410	525092	224410	51.904195	-0.18311104
HP4 2DL	HP4 2DL	SP 99560 07772	499560	207772	51.759794	-0.55887331
AL3 7BL	AL3 7BL	TL 10665 12326	510665	212326	51.798641	-0.39658685
WD25 7NL	WD25 7NL	postcode not found
EN6 5DA	EN6 5DA	TL 26279 01556	526279	201556	51.698552	-0.17418287
SG7 6BP	SG7 6BP	TL 24850 33427	524850	233427	51.985279	-0.18335567
CM21 9AQ	CM21 9AQ	TL 48152 14838	548152	214838	51.812546	0.14774647
SG12 9EF	SG12 9EF	TL 35648 14486	535648	214486	51.812554	-0.033658498
SG6 3JW	SG6 3JW	TL 21956 31906	521956	231906	51.972252	-0.22601578
WD5 0BT	WD5 0BT	TL 10400 01446	510400	201446	51.700908	-0.40387869
WD3 3HD	WD3 3HD	TQ 07535 95501	507535	195501	51.648031	-0.44714792
AL2 1EU	AL2 1EU	TL 17613 04428	517613	204428	51.726244	-0.29854704
SG14 1HH	SG14 1HH	TL 32498 12391	532498	212391	51.794484	-0.080125205
SG1 2JW	SG1 2JW	TL 22424 25321	522424	225321	51.912974	-0.22154843
AL2 1ES	AL2 1ES	TL 17363 04271	517363	204271	51.724886	-0.3022178
EN7 6HL	EN7 6HL	TL 34398 03462	534398	203462	51.713796	-0.056040076
WD6 4PR	WD6 4PR	TQ 19231 96734	519231	196734	51.656756	-0.27775884
SG14 3SY	SG14 3SY	TL 29866 19536	529866	219536	51.859306	-0.11559006
EN8 8NW	EN8 8NW	TL 35846 01988	535846	201988	51.700202	-0.035667911
WD23 2NN	WD23 2NN	TQ 12556 95350	512556	195350	51.645692	-0.37465653
SG9 9DL	SG9 9DL	TL 35800 29428	535800	229428	51.94678	-0.025580985
WD4 8ET	WD4 8ET	TL 07291 02855	507291	202855	51.714175	-0.44841561
SG9 9DQ	SG9 9DQ	TL 36051 29684	536051	229684	51.949019	-0.021830175
HP23 5AE	HP23 5AE	SP 92476 11495	492476	211495	51.794471	-0.66049181
SG8 5PT	SG8 5PT	TL 35734 41862	535734	241862	52.05852	-0.021619932
EN8 0BX	EN8 0BX	TL 35696 02914	535696	202914	51.708559	-0.037477013
WD18 0JP	WD18 0JP	TQ 10676 96531	510676	196531	51.65668	-0.40144282
WD18 0JP	WD18 0JP	TQ 10676 96531	510676	196531	51.65668	-0.40144282
SG13 7NU	SG13 7NU	TL 35823 10772	535823	210772	51.779139	-0.032574716
SG1 4LQ	SG1 4LQ	TL 25126 26690	525126	226690	51.924676	-0.18178961
SG4 8AG	SG4 8AG	TL 18570 21096	518570	221096	51.875838	-0.27900328
SG12 9HP	SG12 9HP	TL 35939 14090	535939	214090	51.808926	-0.029595079
WD18 0JP	WD18 0JP	TQ 10676 96531	510676	196531	51.65668	-0.40144282
EN8 7DJ	EN8 7DJ	TL 36131 00638	536131	200638	51.688002	-0.032072807
HP2 5TA	HP2 5TA	TL 06422 08656	506422	208656	51.766479	-0.45921661
SG2 7QX	SG2 7QX	TL 26564 25770	526564	225770	51.916084	-0.16122722
HP3 0HJ	HP3 0HJ	TL 01486 03689	501486	203689	51.72275	-0.53216688
HP2 7PQ	HP2 7PQ	TL 07818 10093	507818	210093	51.779127	-0.43854924
HP4 1DL	HP4 1DL	SP 98259 08229	498259	208229	51.764131	-0.57758816
WD19 6UT	WD19 6UT	TQ 11269 92091	511269	192091	51.616657	-0.39428386
CM23 5JH	CM23 5JH	TL 49833 20795	549833	220795	51.865619	0.17469071
WD19 7SF	WD19 7SF	TQ 11529 93108	511529	193108	51.625746	-0.39020673
WD18 0JP	WD18 0JP	TQ 10676 96531	510676	196531	51.65668	-0.40144282
WD23 1EZ	WD23 1EZ	TQ 14705 94166	514705	194166	51.634617	-0.34399915
WD18 6NT	WD18 6NT	TQ 09664 95289	509664	195289	51.645715	-0.41645549
SG6 3BJ	SG6 3BJ	TL 21981 32813	521981	232813	51.980398	-0.22532997
AL3 8LJ	AL3 8LJ	TL 06238 16410	506238	216410	51.836204	-0.45950852
SG10 6EW	SG10 6EW	TL 44067 16695	544067	216695	51.830298	0.089302857
N20 0DH	N20 0DH	TQ 27539 93416	527539	193416	51.625117	-0.15892868
N3 2JP	N3 2JP	TQ 25233 90514	525233	190514	51.599555	-0.1932597
NW2 1HS	NW2 1HS	TQ 24476 86207	524476	186207	51.561016	-0.20570883
N3 2AU	N3 2AU	TQ 26487 90873	526487	190873	51.602501	-0.17503473
N2 0EQ	N2 0EQ	TQ 26205 88948	526205	188948	51.585265	-0.17979605
NW11 7TE	NW11 7TE	TQ 24970 88442	524970	188442	51.580992	-0.197792
N12 9SS	N12 9SS	TQ 26449 92491	526449	192491	51.61705	-0.17500006
NW9 5XT	NW9 5XT	TQ 21698 90652	521698	190652	51.601569	-0.24422465
EN5 4BB	EN5 4BB	TQ 24508 96433	524508	196433	51.652908	-0.20161964
N3 1LD	N3 1LD	TQ 25433 91122	525433	191122	51.604974	-0.19015638
NW7 2HX	NW7 2HX	TQ 21714 92157	521714	192157	51.615091	-0.24347178
EN5 4HT	EN5 4HT	TQ 24292 96577	524292	196577	51.65425	-0.20468916
HA8 0NR	HA8 0NR	TQ 20465 90815	520465	190815	51.603299	-0.26196288
NW4 4QR	NW4 4QR	TQ 22972 89699	522972	189699	51.592728	-0.22617281
N12 9SS	N12 9SS	TQ 26449 92491	526449	192491	51.61705	-0.17500006
N20 9EX	N20 9EX	TQ 26593 93951	526593	193951	51.630138	-0.17239416
NW2 1PA	NW2 1PA	TQ 24237 87031	524237	187031	51.568474	-0.20886384
N3 2JX	N3 2JX	TQ 25081 90505	525081	190505	51.599508	-0.19545634
NW11 9AY	NW11 9AY	TQ 24506 87922	524506	187922	51.576422	-0.20466921
HA8 0RW	HA8 0RW	TQ 20766 91231	520766	191231	51.606973	-0.25747567
HA8 9TN	HA8 9TN	TQ 19680 92224	519680	192224	51.616129	-0.27281164
EN4 8RF	EN4 8RF	TQ 26820 95974	526820	195974	51.648267	-0.16838391
HA8 0AP	HA8 0AP	TQ 19858 90842	519858	190842	51.603671	-0.27071402
N10 1ET	N10 1ET	TQ 28399 90725	528399	190725	51.600739	-0.14749668
N3 1YL	N3 1YL	TQ 25577 91432	525577	191432	51.607728	-0.18796724
EN5 2ED	EN5 2ED	TQ 24996 95991	524996	195991	51.648828	-0.19472713
N20 0QQ	N20 0QQ	TQ 26413 93142	526413	193142	51.622908	-0.17528509
HA8 8NB	HA8 8NB	TQ 19337 92874	519337	192874	51.622043	-0.27754215
NW11 8BB	NW11 8BB	TQ 24637 87800	524637	187800	51.575296	-0.20282302
N3 2DN	N3 2DN	TQ 25512 91037	525512	191037	51.604193	-0.18904663
NW9 0TA	NW9 0TA	TQ 21045 89026	521045	189026	51.587097	-0.25420883
EN5 2ED	EN5 2ED	TQ 24996 95991	524996	195991	51.648828	-0.19472713
EN5 1QH	EN5 1QH	TQ 26230 96115	526230	196115	51.649667	-0.17685608
N11 3BU	N11 3BU	TQ 27774 92103	527774	192103	51.613264	-0.15601405
NW7 3QB	NW7 3QB	TQ 20568 92104	520568	192104	51.614861	-0.2600335
NW7 1GR	NW7 1GR	TQ 24009 91309	524009	191309	51.60697	-0.21064186
N2 9QD	N2 9QD	TQ 27369 89295	527369	189295	51.588121	-0.16287875
HA8 9GJ	HA8 9GJ	TQ 19541 92128	519541	192128	51.615296	-0.27485101
NW11 7NP	NW11 7NP	TQ 25113 87788	525113	187788	51.575083	-0.19596204
EN4 8QZ	EN4 8QZ	TQ 26949 95788	526949	195788	51.646567	-0.16658786
N11 1EY	N11 1EY	TQ 28194 93921	528194	193921	51.629507	-0.14928697
NW11 7TE	NW11 7TE	TQ 24970 88442	524970	188442	51.580992	-0.197792
EN5 1PH	EN5 1PH	TQ 26201 96046	526201	196046	51.649053	-0.17729989
EN4 8QZ	EN4 8QZ	TQ 26949 95788	526949	195788	51.646567	-0.16658786
N2 9JG	N2 9JG	TQ 27590 89303	527590	189303	51.588143	-0.15968757
EN4 8QZ	EN4 8QZ	TQ 26949 95788	526949	195788	51.646567	-0.16658786
NW4 4UR	NW4 4UR	TQ 22477 89869	522477	189869	51.594364	-0.23325568
NW9 6DJ	NW9 6DJ	TQ 21356 89503	521356	189503	51.591317	-0.24955728
N3 3NR	N3 3NR	TQ 25179 90006	525179	190006	51.595001	-0.19422004
N3 2QN	N3 2QN	TQ 25871 90234	525871	190234	51.596896	-0.18415349
NW4 2TA	NW4 2TA	TQ 23115 88829	523115	188829	51.584878	-0.22441439
N3 1LY	N3 1LY	TQ 25693 91324	525693	191324	51.606732	-0.18633169
N14 5DR	N14 5DR	TQ 28213 94083	528213	194083	51.630958	-0.14895335
NW11 8NH	NW11 8NH	TQ 24897 87110	524897	187110	51.569038	-0.19931815
EN5 1RS	EN5 1RS	TQ 25808 95838	525808	195838	51.647272	-0.18305193
NW11 7TE	NW11 7TE	TQ 24970 88442	524970	188442	51.580992	-0.197792
NW11 7TE	NW11 7TE	TQ 24970 88442	524970	188442	51.580992	-0.197792
NW4 4AE	NW4 4AE	TQ 23167 89101	523167	189101	51.587311	-0.2235689
NW2 3ET	NW2 3ET	TQ 24099 85370	524099	185370	51.553577	-0.21143967
N12 8TT	N12 8TT	TQ 26178 92447	526178	192447	51.616715	-0.17892801
NW4 2JL	NW4 2JL	TQ 23902 89398	523902	189398	51.589819	-0.2128605
NW4 1DG	NW4 1DG	TQ 23760 89400	523760	189400	51.589869	-0.21490851
